fid,data_id,iso,event_id_c,event_id_n,event_date,year,time_preci,event_type,sub_event_,actor1,assoc_acto,inter1,interactio,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precis,source,source_sca,notes,fatalities,timestamp,iso3,field_29,field_30,field_31,fid_2,OBJECTID,REGION_2,LREGION,SHAPE_Leng,SHAPE_Area,Secteur,Statut,Nø,Secteur_1,Groupe1,Groupe2,Groupe3,Groupe4,Analyse,icon_url
"2585","8023588","466",MLI2800,"2800",14-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),Dogon Ethnic Group (Mali),"7","47",Western Africa,Mali,Mopti,Koro,Bamba,Bamba-Tende,14.6851,-3.0631,"1","Koro Kibaru; Studio Tamani; Le Pays Dogon;New media-Subnational",New media-Subnational,"On April 14, presumed Fulani militiamen attacked the Dogon hamlet of Bamba-Tene, and killed four people and wounded one, significant material damages were also inflicted and livestock seized.","4","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2586","8023591","466",MLI2801,"2801",14-Apr-19,"2019","1",Explosions/Remote violence,Air/drone strike,Military Forces of France (2017-),,"8","78",Western Africa,Mali,Gao,Gao,Anchawadi,Azoa,16.8347,0.5367,"1",La Voix de Tin-Aoukert,National,"On April 14, a French helicopter reportedly conducted an airstrike at the entrance to the village of Ilouk (coded as Azoa at geoprecision 2), no casualties or damages.","0","1622068130",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2587","8023591","466",MLI2801,"2801",14-Apr-19,"2019","1",Explosions/Remote violence,Air/drone strike,Civilians (Mali),,"7","78",Western Africa,Mali,Gao,Gao,Anchawadi,Azoa,16.8347,0.5367,"1",La Voix de Tin-Aoukert,National,"On April 14, a French helicopter reportedly conducted an airstrike at the entrance to the village of Ilouk (coded as Azoa at geoprecision 2), no casualties or damages.","0","1622068130",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2588","8023598","466",MLI2798,"2798",13-Apr-19,"2019","1",Riots,Mob violence,Rioters (Mali),Dan Na Ambassagou,"5","15",Western Africa,Mali,Mopti,Koro,Koro,Koro,14.0778,-3.0832,"1","Twitter; Reelle Afrique; AFP;New media-International",New media-International,"On April 13, residents in Koro prevented the Malian army from arresting a Da Na Ambassagou leader, the villagers threw stones and forced the military unit to leave without having carried out its mission.[size=hundreds]","0","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2589","8023598","466",MLI2798,"2798",13-Apr-19,"2019","1",Riots,Mob violence,Military Forces of Mali (2013-2020),,"1","15",Western Africa,Mali,Mopti,Koro,Koro,Koro,14.0778,-3.0832,"1","Twitter; Reelle Afrique; AFP;New media-International",New media-International,"On April 13, residents in Koro prevented the Malian army from arresting a Da Na Ambassagou leader, the villagers threw stones and forced the military unit to leave without having carried out its mission.[size=hundreds]","0","1622068130",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2590","8023629","466",MLI2793,"2793",11-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),Dogon Ethnic Group (Mali),"7","27",Western Africa,Mali,Mopti,Bandiagara,Timiri,Diangassagou,13.9964,-3.9414,"2",Studio Tamani,Subnational,"On April 11, presumed Katiba Macina (JNIM) militants attacked the Dogon village of Tiofoli, and killed one and wounded another villager, the assailants later returned and burned the village.","1","1622068131",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2591","8023631","466",MLI2792,"2792",11-Apr-19,"2019","2",Battles,Armed clash,Military Forces of Mali (2013-2020),"Military Forces of Burkina Faso (2015-); Police Forces of Burkina Faso (2015-) Gendarmerie","1","12",Western Africa,Mali,Mopti,Koro,Koro,Gakou,13.6893,-2.984,"2",Studio Tamani,Subnational-International,"On or around April 11, Malian army units stationed in Koro, Dinangourou, and Dioungani carried out a joint operation together with Burkina Faso's CT-unit (GFSN and/or USIGN) called 'Kapidgou' in the Gakou forest, leaving 24 militants killed and 5 arreste","24","1622068131",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2592","8023634","466",MLI2796,"2796",11-Apr-19,"2019","1",Protests,Peaceful protest,Protesters (Mali),Teachers (Mali),"6","60",Western Africa,Mali,Segou,San,San,San,13.2887,-4.8875,"1",Reelle Afrique,New media,"On April 11, striking teachers took to the streets of San, demanding the right to housing allowances and experience bonuses.[size=no report]","0","1622068131",MLI,,,,"1","4","04",Segou,15.1998115552,5.15880567377,Secteur V,"1",,SecteurV,Autres groupes auto defense,,,,Autres groupes auto defense,./1.png
"2593","8023638","466",MLI2797,"2797",11-Apr-19,"2019","1",Riots,Mob violence,Rioters (Mali),"Vigilante Group (Mali); Songhai Ethnic Group (Mali)","5","57",Western Africa,Mali,Tombouctou,Goundam,Goundam,Goundam,16.4167,-3.6667,"1",Nord Sud Journal,Other-National,"On April 11, Songhai youth in Goundam vandalized shops and tried to lynch a young man as they targeted Arab and Tuareg communities after the death of a transport driver killed amidst a robbery between Acharane and Timbuktu. [size=no report]","0","1622068131",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"2594","8023638","466",MLI2797,"2797",11-Apr-19,"2019","1",Riots,Mob violence,Civilians (Mali),"Tuareg Ethnic Group (Mali); Arab Ethnic Group (Mali)","7","57",Western Africa,Mali,Tombouctou,Goundam,Goundam,Goundam,16.4167,-3.6667,"1",Nord Sud Journal,Other-National,"On April 11, Songhai youth in Goundam vandalized shops and tried to lynch a young man as they targeted Arab and Tuareg communities after the death of a transport driver killed amidst a robbery between Acharane and Timbuktu. [size=no report]","0","1622068131",MLI,,,,"1","6","06",Tombouctou,34.3403284536,17.7860256744,Secteur III,"3",,SecteurIII,EIGS,,,,EIGS,./4.png
"2595","8023640","466",MLI2794,"2794",11-Apr-19,"2019","1",Protests,Peaceful protest,Protesters (Mali),Teachers (Mali),"6","60",Western Africa,Mali,Bamako,Bamako,Commune III,Bamako,12.65,-8,"1","Essor; Studio Tamani; Sahelien;Subnational-National",Subnational-National,"On April 11, striking teachers took to the streets of Bamako, demanding improvement of the education situation and their salaries unblocked.[size=hundreds]","0","1622068131",MLI,,,,"1","2","02",Koulikoro,22.8720491038,7.57468687148,Secteur VI,"1",,SecteurVI,Autres groupes auto defense,,,,Autres groupes auto defense,./6.png
"2596","8023641","466",MLI2795,"2795",11-Apr-19,"2019","1",Battles,Armed clash,Islamic State (West Africa) - Greater Sahara Faction,,"2","23",Western Africa,Mali,Menaka,Menaka,Menaka,I-n-Kiringya,15.7847,2.4536,"2","Nashir; Amaq; MSA Azawad; Studio Tamani;New media-National",New media-National,"On April 11, ISGS militants assassinated an MSA officer and one of his associates in the area of In-Kiringya, south of Menaka.","2","1622068131",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2597","8023645","466",MLI2799,"2799",11-Apr-19,"2019","1",Violence against civilians,Attack,Dogon Ethnic Militia (Mali),Dan Na Ambassagou,"4","47",Western Africa,Mali,Mopti,Bandiagara,Timiri,Balaguira,13.9818,-4.0384,"1",Pinal (Mali),New media,"On April 11, Dogon hunters (Dan Na Ambassagou) attacked the village of Balanguina-Fulbe and killed five Fulani civilians.","5","1622068131",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2598","8023645","466",MLI2799,"2799",11-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),"Fulani Ethnic Group (Mali); Pastoralists (Mali)","7","47",Western Africa,Mali,Mopti,Bandiagara,Timiri,Balaguira,13.9818,-4.0384,"1",Pinal (Mali),New media,"On April 11, Dogon hunters (Dan Na Ambassagou) attacked the village of Balanguina-Fulbe and killed five Fulani civilians.","5","1622068131",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2599","8023653","466",MLI2791,"2791",10-Apr-19,"2019","1",Explosions/Remote violence,Shelling/artillery/missile attack,Military Forces of Mali (2013-2020),,"1","12",Western Africa,Mali,Gao,Bourem,Tarkint,Tarkint,17.4794,0.1169,"1",Studio Tamani,National,"On April 10, presumed Al-Mourabitoun (JNIM) militants fired three mortar shells targeting the Malian army camp in Tarkint, the projectiles didn't reach its targeting and landed near civilian houses without causing any damages.","0","1622068131",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2600","8023665","466",MLI2790,"2790",08-Apr-19,"2019","1",Violence against civilians,Attack,Military Forces of Mali (2013-2020),,"1","17",Western Africa,Mali,Mopti,Tenenkou,Kareri,Dioura,14.8252,-5.2547,"1","AFP; Koulouba; Reelle Afrique;New media-National",New media-National,"On April 8, Malian soldiers spooked by friendly mortar fire in Dioura, opened fire against a group of civilians and killed at least one and wounded four others.","1","1622068131",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2601","8023665","466",MLI2790,"2790",08-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),,"7","17",Western Africa,Mali,Mopti,Tenenkou,Kareri,Dioura,14.8252,-5.2547,"1","AFP; Koulouba; Reelle Afrique;New media-National",New media-National,"On April 8, Malian soldiers spooked by friendly mortar fire in Dioura, opened fire against a group of civilians and killed at least one and wounded four others.","1","1622068131",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2602","8023676","466",MLI2789,"2789",07-Apr-19,"2019","1",Battles,Armed clash,Military Forces of France (2017-),Military Forces of Mali (2013-2020),"8","28",Western Africa,Mali,Mopti,Douentza,Haire,Serma,14.86,-2.2642,"2","EMA (Mali); AFP; RFI;National-International",National-International,"On April 7, French and Malian forces conducted a joint operation in the forest of Serma, the operation was initiated with airstrikes followed by ground operation. A total of 30 militants were killed and captured (coded as 15 fatalities).","15","1622068131",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2603","8023679","466",MLI2788,"2788",07-Apr-19,"2019","1",Violence against civilians,Attack,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,"1","Sahelien; Studio Tamani;National-Regional",National-Regional,"On April 7, unknown gunmen shot dead two people including the chief of a tribal fraction and wounded a third in Menaka.","2","1622068131",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2604","8023679","466",MLI2788,"2788",07-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),Dawsahak Ethnic Group (Mali),"7","37",Western Africa,Mali,Menaka,Menaka,Menaka,Menaka,15.9182,2.4022,"1","Sahelien; Studio Tamani;National-Regional",National-Regional,"On April 7, unknown gunmen shot dead two people including the chief of a tribal fraction and wounded a third in Menaka.","2","1622068131",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2605","8023683","466",MLI2782,"2782",06-Apr-19,"2019","1",Explosions/Remote violence,Remote explosive/landmine/IED,Civilians (Mali),,"7","27",Western Africa,Mali,Mopti,Koro,Madougou,Madougou-Dogon - Binedama road,14.4007,-3.0815,"2","Twitter; Le Pays Dogon; Studio Tamani; Whatsapp;New media-Subnational",New media-Subnational,"On April 6, a couple on a motorbike was killed by the detonation of an IED presumably planted by Katiba Macina (JNIM) militants on the Madougou-Dogon - Binedama road.","2","1622068131",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2606","8023685","466",MLI2784,"2784",06-Apr-19,"2019","1",Explosions/Remote violence,Remote explosive/landmine/IED,Civilians (Mali),,"7","27",Western Africa,Mali,Mopti,Bandiagara,Doucoumbo,Bodio,14.2482,-3.6883,"2",Le Pays Dogon,Subnational,"On April 6, a bus was struck by an IED presumably planted by Katiba Macina (JNIM) militants in the area of Bodio.","0","1622068131",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2607","8023686","466",MLI2785,"2785",06-Apr-19,"2019","1",Violence against civilians,Abduction/forced disappearance,Civilians (Mali),,"7","27",Western Africa,Mali,Mopti,Bandiagara,Timiri,Tabia,14.0742,-3.9268,"1",Le Pays Dogon,Subnational,"On April 6, presumed Katiba Macina (JNIM) militants abducted two farmers in Tabia.","0","1622068131",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2608","8023689","466",MLI2783,"2783",06-Apr-19,"2019","1",Violence against civilians,Attack,Islamic State (West Africa) - Greater Sahara Faction,,"2","27",Western Africa,Mali,Gao,Ansongo,Ouattagouna,Koutou,15.2658,0.8077,"2",ReliefWeb,Other,"On 6 April 2019, presumed ISGS militants killed a CMFPR1 militiaman who also was the cousin of the mayor in Ouattagouna in the village of Djemmiel (coded as Koutou at geoprecision 2), pillaged three shops, and seized livestock.","1","1622068131",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2609","8023689","466",MLI2783,"2783",06-Apr-19,"2019","1",Violence against civilians,Attack,Civilians (Mali),,"7","27",Western Africa,Mali,Gao,Ansongo,Ouattagouna,Koutou,15.2658,0.8077,"2",ReliefWeb,Other,"On 6 April 2019, presumed ISGS militants killed a CMFPR1 militiaman who also was the cousin of the mayor in Ouattagouna in the village of Djemmiel (coded as Koutou at geoprecision 2), pillaged three shops, and seized livestock.","1","1622068131",MLI,,,,"1","7","07",Gao,14.5232435912,8.5741406499,Secteur I,"5",,SecteurI,ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS,"ANROUL Islamique,Groupe Signaeur,ZNIM,EIGS",./2.png
"2610","8023696","466",MLI2778,"2778",05-Apr-19,"2019","1",Protests,Peaceful protest,Protesters (Mali),Muslim Group (Mali),"6","60",Western Africa,Mali,Kayes,Nioro,Nioro,Nioro du Sahel,15.2293,-9.5928,"1",AFP,International,"On April 5, residents in Nioro du Sahel staged a protest on the calls by religious leaders, allegedly for those the large number of people killed two weeks earlier in Ogossagou and against what they deemed the mismanagement of the country by the presiden","0","1622068131",MLI,,,,"1","1","01",Kayes,20.9408277765,10.2198744183,Secteur Hors Theatre,"0",,Secteur Hors Theatre,Hors Theatre,,,,Hors Theatre,./7.png
"2611","8023697","466",MLI2780,"2780",05-Apr-19,"2019","1",Explosions/Remote violence,Remote explosive/landmine/IED,Civilians (Mali),,"7","27",Western Africa,Mali,Mopti,Douentza,Haire,Boni,15.0766,-2.2198,"2",Studio Tamani,Subnational,"On April 5, a truck was struck by an IED presumably planted by Katiba Serma (JNIM) militants between Boni and Douentza (coded as Boni at geoprecision 2), no casualties reported, although the vehicle was damaged.","0","1622068131",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2612","8023698","466",MLI2781,"2781",05-Apr-19,"2019","1",Strategic developments,Looting/property destruction,Unidentified Armed Group (Mali),,"3","37",Western Africa,Mali,Mopti,Bankass,Baye,Baye,13.6226,-3.3705,"2",Le Pays Dogon,Subnational,"On April 5, unknown gunmen attacked the Dogon hamlet of Bassitomini in the commune of Baye (coded as Baye at geoprecision 2), granaries ransacked and burned.","0","1622068131",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2613","8023698","466",MLI2781,"2781",05-Apr-19,"2019","1",Strategic developments,Looting/property destruction,Civilians (Mali),Dogon Ethnic Group (Mali),"7","37",Western Africa,Mali,Mopti,Bankass,Baye,Baye,13.6226,-3.3705,"2",Le Pays Dogon,Subnational,"On April 5, unknown gunmen attacked the Dogon hamlet of Bassitomini in the commune of Baye (coded as Baye at geoprecision 2), granaries ransacked and burned.","0","1622068131",MLI,,,,"1","5","05",Mopti,16.36364056,6.64380201566,Secteur IV,"2",,SecteurIV,Donso Dana Amassagou,,,,Donso Dana Amassagou,./0.png
"2614","8023702","466",MLI2779,"2779",05-Apr-19,"2019","1",Protests,Peaceful protest,Protesters (Mali),,"6","60",Western Africa,Mali,Koulikoro,Banamba,Duguwolowula,Toubakoura,13.4637,-7.3828,"1",Studio Tamani,National,"On April 5, residents from several communes staged a march following calls by religious leaders in Touba in protest against increasing insecurity.[size=hundreds]","0","1622068131",MLI,,,,"1","2","02",Koulikoro,22.8720491038,7.57468687148,Secteur VI,"1",,SecteurVI,Autres groupes auto defense,,,,Autres groupes auto defense,./6.png
"2615","8023703","466",MLI2787,"2787",05-Apr-19,"2019","1",Protests,Peaceful protest,Protesters (Mali),Muslim Group (Mali),"6","60",Western Africa,Mali,Kayes,Kayes,Kayes,Kayes,14.4417,-11.4341,"1",Mali Jet,National,"On April 5, residents in Kayes staged a protest march following calls by senior religious leaders.[size=no report]","0","1622068131",MLI,,,,"1","1","01",Kayes,20.9408277765,10.2198744183,Secteur Hors Theatre,"0",,Secteur Hors Theatre,Hors Theatre,,,,Hors Theatre,./7.png
